packet_rate,byte_rate,avg_packet_size,tcp_count,udp_count,icmp_count,syn_count,tcp_ratio,udp_ratio,icmp_ratio,attack_type
191.66267369429804,19357.930043124103,116.0,0,1,0,0,0,1,0,normal
36.94774664930123,12913.237453930778,432.0,0,1,0,0,0,1,0,udp_flood
28.188997834145333,9809.771246282577,401.5,0,1,0,0,0,1,0,udp_flood
37.74973811119185,13571.030850973471,442.0,0,1,0,0,0,1,0,udp_flood
190.3855306996668,16753.92670157068,98.0,0,1,0,0,0,1,0,normal
1.3808179531583151,3.55067473669281,2.5714285,0,0,0,0,1,0,0,normal
37.05144593267752,12949.480353470792,432.0,0,1,0,0,0,1,0,udp_flood
37.95930762222897,13646.371090191316,442.0,0,1,0,0,0,1,0,udp_flood
6465.517241379311,2773706.896551724,496.0,0,1,0,0,0,1,0,udp_flood
0.7957719047158637,4.774631428295182,6.75,0,0,0,0,1,0,0,normal
37.6509568049398,13535.51897137586,442.0,0,1,0,0,0,1,0,udp_flood
192.14141608223653,576.4242482467096,4.5,0,0,0,0,1,0,0,normal
37.839729824329055,13224.985573603004,432.0,0,1,0,0,0,1,0,udp_flood
28.291477663878386,9845.434227029678,401.5,0,1,0,0,0,1,0,udp_flood
27.5432773745748,9585.06052635203,401.5,0,1,0,0,0,1,0,udp_flood
37.55868544600939,13502.347417840376,442.0,0,1,0,0,0,1,0,udp_flood
2.5951234629987523,1945.83257298466,749.80347,0,0,0,0,1,0,0,normal
193.89238972370336,8919.049927290354,54.0,0,1,0,0,0,1,0,normal
27.846233100817287,9690.489119084416,401.5,0,1,0,0,0,1,0,udp_flood
37.81862188941835,13217.608350351711,432.0,0,1,0,0,0,1,0,udp_flood
37.06002798032112,13323.080058925443,442.0,0,1,0,0,0,1,0,udp_flood
190.7214037095313,10680.398607733754,63.25,0,1,0,0,0,1,0,normal
192.44647582391147,9814.770267019485,61.75,0,1,0,0,0,1,0,normal
36363.63636363636,0.0,0.0,0,0,0,0,1,0,0,normal
24.895749050849567,8522.644758407501,396.0,0,1,0,0,0,1,0,udp_flood
14.12898349028279,42.38695047084837,3.0,0,0,0,0,1,0,0,normal
16483.516483516483,98901.0989010989,8.0,0,0,0,0,1,0,0,normal
242.0135527589545,57263.37001402691,236.61224,0,0,0,0,1,0,0,normal
1.1014142296385336,0.0,0.0,0,0,0,0,1,0,0,normal
38834.95145631068,0.0,0.0,0,0,0,0,1,0,0,normal
0.6476508881927457,116.60306591022194,180.04,0,0,0,0,1,0,0,normal
51282.05128205128,19641025.64102564,574.5,0,1,0,0,0,1,0,udp_flood
88.90074232119838,3822.7319198115306,51.75,0,1,0,0,0,1,0,normal
37.30403722942916,13410.80138397978,442.0,0,1,0,0,0,1,0,udp_flood
28.143513154747108,9793.942577851994,401.5,0,1,0,0,0,1,0,udp_flood
32.08599045441784,834.2357518148639,31.75,0,0,0,0,1,0,0,normal
68627.45098039215,352941.17647058825,5.142857,0,0,0,0,1,0,0,normal
15789.473684210525,94736.84210526316,8.0,0,0,0,0,1,0,0,normal
37.929791955091126,13256.462288304348,432.0,0,1,0,0,0,1,0,udp_flood
28.00479815541729,9745.66975808522,401.5,0,1,0,0,0,1,0,udp_flood
36.41063918877096,218.4638351326257,9.0,0,0,0,0,1,0,0,normal
27272.727272727272,163636.36363636362,8.0,0,0,0,0,1,0,0,normal
37.42725078129386,13080.824148062204,432.0,0,1,0,0,0,1,0,udp_flood
192.91984180572973,30481.335005305296,166.5,0,1,0,0,0,1,0,normal
125000.0,1791666.6666666665,24.666666,0,0,0,0,1,0,0,normal
36.87417609262793,12887.524544373462,432.0,0,1,0,0,0,1,0,udp_flood
37.08923670350864,13333.580594911356,442.0,0,1,0,0,0,1,0,udp_flood
36.33192849876472,12698.009010318268,432.0,0,1,0,0,0,1,0,udp_flood
191.54336062826223,10439.11315424029,63.5,0,1,0,0,0,1,0,normal
37.07411114818522,13328.142957772588,442.0,0,1,0,0,0,1,0,udp_flood
2.599469513259081,0.0,0.0,0,0,0,0,1,0,0,normal
3.685270203133849,1093.6478050442925,314.66666,0,0,0,0,1,0,0,normal
22.09905681225525,0.0,0.0,0,0,0,0,1,0,0,normal
16.032372566686654,461.7323299205757,33.4,0,0,0,0,1,0,0,normal
36.65487601488188,12810.879167201218,432.0,0,1,0,0,0,1,0,udp_flood
46511.62790697674,18651162.790697675,601.5,0,1,0,0,0,1,0,udp_flood
191.5617068148077,14750.251424740194,90.25,0,1,0,0,0,1,0,normal
27.406520924878723,9382.165663283484,396.0,0,1,0,0,0,1,0,udp_flood
36.59451448227911,13155.727956379338,442.0,0,1,0,0,0,1,0,udp_flood
15789.473684210525,94736.84210526316,8.0,0,0,0,0,1,0,0,normal
37.02126871887899,13309.146104437,442.0,0,1,0,0,0,1,0,udp_flood
1.4088221794169573,604.2855021403383,428.92957,0,0,0,0,1,0,0,normal
36.99866804795028,13301.021163238123,442.0,0,1,0,0,0,1,0,udp_flood
18.270624489945064,36.54124897989013,2.0,0,0,0,0,1,0,0,normal
188.9198507533179,566.7595522599537,4.5,0,0,0,0,1,0,0,normal
2.9905732147980872,257.3554394290132,86.05556,0,0,0,0,1,0,0,normal
27522.93577981651,12247706.422018347,514.6667,0,1,0,0,0,1,0,udp_flood
12987.012987012988,0.0,0.0,0,0,0,0,1,0,0,normal
1.0277306095199297,133.7578647828087,130.14876,0,0,0,0,1,0,0,normal
21052.631578947367,8063157.894736841,574.5,0,1,0,0,0,1,0,udp_flood
4.457207129515974,2423.751720385056,543.7826,0,0,0,0,1,0,0,normal
1.37313200837995,0.0,0.0,0,0,0,0,1,0,0,normal
2.585795337239766,1981.6572129087767,766.36273,0,0,0,0,1,0,0,normal
0.6073282657862836,0.0,0.0,0,0,0,0,0,0,0,normal
36.84089339166474,13244.301174303477,442.0,0,1,0,0,0,1,0,udp_flood
122448.97959183676,55102040.81632653,520.5,0,1,0,0,0,1,0,udp_flood
